arquivo;curso_codigo;curriculo_ordinal;curriculo_disciplina;curriculo_ch_horas;numero_ue;topico;ue_ch_horas;destino_disciplina_codigo;fundamento_normativo;fundamento_origem;observacao;motivo_da_exclusao
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;3;ELABORAÇÃO DA INSTRUÇÃO ESPECIAL DO LEVANTAMENTO HIDROGRÁFICO;10;41 - C-Ap-HN - XVIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;4;TRABALHOS DE GEODÉSIA, TOPOGRAFIA, OCEANOGRAFIA, MARÉS, AEROFOTOGRAMETRIA E BATIMETRIA;80;41 - C-Ap-HN - XVIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;5;PROCESSAMENTO CONVENCIONAL E AUTOMÁTICO;16;41 - C-Ap-HN - XVIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;6;INTERPRETAÇÃO E ANÁLISE DOS DADOS COLETADOS E PROCESSADOS;12;41 - C-Ap-HN - XVIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;7;PRODUÇÃO DOS DOCUMENTOS DO LEVANTAMENTO HIDROGRÁFICO;12;41 - C-Ap-HN - XVIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;8;ELABORAÇÃO E ENTREGA DO RELATÓRIO FINAL DA COMISSÃO HIDROGRÁFICA;10;41 - C-Ap-HN - XVIII;Of no 10-6/2025;oficio;;
c-esp-alh.pdf;C-Esp-ALH;I;INGLÊS;20;1;ESTRATÉGIAS DE LEITURA;20;94 - C-Esp-ALH - ALH-I;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;II;SISTEMAS DE INFORMAÇÃO APLICADOS À ANÁLISE DE LEVANTAMENTOS;147;1;FERRAMENTAS DE ANÁLISES DO EXCEL;6;95 - C-Esp-ALH - ALH-II;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;II;SISTEMAS DE INFORMAÇÃO APLICADOS À ANÁLISE DE LEVANTAMENTOS;147;2;SISTEMAS DE AQUISIÇÃO DE DADOS AUTOMATIZADOS;12;95 - C-Esp-ALH - ALH-II;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;II;SISTEMAS DE INFORMAÇÃO APLICADOS À ANÁLISE DE LEVANTAMENTOS;147;3;SISTEMAS DE PROCESSAMENTOS DE DADOS;89;95 - C-Esp-ALH - ALH-II;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;II;SISTEMAS DE INFORMAÇÃO APLICADOS À ANÁLISE DE LEVANTAMENTOS;147;4;TREINAMENTO EM BANCO DE DADOS;40;95 - C-Esp-ALH - ALH-II;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;III;PUBLICAÇÕES E NORMAS;32;1;NORMAS DA AUTORIDADE MARÍTIMA;4;96 - C-Esp-ALH - ALH-II;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;III;PUBLICAÇÕES E NORMAS;32;2;INSTRUÇÕES TÉCNICAS (DHN);12;96 - C-Esp-ALH - ALH-II;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;III;PUBLICAÇÕES E NORMAS;32;3;NORMAS INTERNACIONAIS;16;96 - C-Esp-ALH - ALH-II;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;IV;ESTATÍSTICA;44;1;FUNDAMENTOS DA TEORIA DOS ERROS;20;97 - C-Esp-ALH - ALH-IV;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;IV;ESTATÍSTICA;44;2;PROPAGAÇÃO DE ERROS;24;97 - C-Esp-ALH - ALH-IV;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;V;ANÁLISE DE DADOS DE MARÉS;40;1;DEFINIÇÕES GERAIS;6;98 - C-Esp-ALH - ALH-V;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;V;ANÁLISE DE DADOS DE MARÉS;40;2;ANÁLISE DE MARÉS;34;98 - C-Esp-ALH - ALH-V;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;VI;AQUISIÇÃO,;40;1;ARQUITETURA DO SVL;8;99 - C-Esp-ALH - ALH-VI;Of no 10-16/2020;oficio;pareado por grafia: ordinal VI ↔ `ALH-VI` e CH 40 = 40. ⚠️ O nome saiu TRUNCADO da extracao (`AQUISICAO,`), e por isso o nome nao pode decidir aqui — quem decide e ordinal + CH. O nome da DISCIPLINA nao e carregado por esta migration (Q-13: nao renomear).;
c-esp-alh.pdf;C-Esp-ALH;VI;AQUISIÇÃO,;40;2;AQUISIÇÃO DE DADOS;4;99 - C-Esp-ALH - ALH-VI;Of no 10-16/2020;oficio;pareado por grafia: ordinal VI ↔ `ALH-VI` e CH 40 = 40. ⚠️ O nome saiu TRUNCADO da extracao (`AQUISICAO,`), e por isso o nome nao pode decidir aqui — quem decide e ordinal + CH. O nome da DISCIPLINA nao e carregado por esta migration (Q-13: nao renomear).;
c-esp-alh.pdf;C-Esp-ALH;VI;AQUISIÇÃO,;40;3;PROCESSAMENTO E ANÁLISE DE DADOS;28;99 - C-Esp-ALH - ALH-VI;Of no 10-16/2020;oficio;pareado por grafia: ordinal VI ↔ `ALH-VI` e CH 40 = 40. ⚠️ O nome saiu TRUNCADO da extracao (`AQUISICAO,`), e por isso o nome nao pode decidir aqui — quem decide e ordinal + CH. O nome da DISCIPLINA nao e carregado por esta migration (Q-13: nao renomear).;
c-esp-alh.pdf;C-Esp-ALH;VII;ANÁLISE DE DADOS TOPOGEODÉSICOS;37;1;DEFINIÇÕES GERAIS;17;100 - C-Esp-ALH - ALH-VII;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;VII;ANÁLISE DE DADOS TOPOGEODÉSICOS;37;2;ANÁLISE DE DADOS GNSS;20;100 - C-Esp-ALH - ALH-VII;Of no 10-16/2020;oficio;;
c-esp-alh.pdf;C-Esp-ALH;VIII;AQUISIÇÃO, PROCESSAMENTO E ANÁLISE DE DADOS DE BATIMETRIA;60;1;ARQUITETURA DO MBES;8;101 - C-Esp-ALH - ALH-VIII;Of no 10-16/2020;oficio;pareado por grafia: ordinal VIII ↔ `ALH-VIII` e CH 60 = 60. As duas ALH comecam com as mesmas 14 letras (`AQUISICAO, PROCESSAMENTO E ANALISE DE DADOS DE ...`), e o casamento estrito recusou de proposito em vez de escolher uma.;
c-esp-alh.pdf;C-Esp-ALH;VIII;AQUISIÇÃO, PROCESSAMENTO E ANÁLISE DE DADOS DE BATIMETRIA;60;2;AQUISIÇÃO DE DADOS;8;101 - C-Esp-ALH - ALH-VIII;Of no 10-16/2020;oficio;pareado por grafia: ordinal VIII ↔ `ALH-VIII` e CH 60 = 60. As duas ALH comecam com as mesmas 14 letras (`AQUISICAO, PROCESSAMENTO E ANALISE DE DADOS DE ...`), e o casamento estrito recusou de proposito em vez de escolher uma.;
c-esp-alh.pdf;C-Esp-ALH;VIII;AQUISIÇÃO, PROCESSAMENTO E ANÁLISE DE DADOS DE BATIMETRIA;60;3;PROCESSAMENTO E ANÁLISE DE DADOS;44;101 - C-Esp-ALH - ALH-VIII;Of no 10-16/2020;oficio;pareado por grafia: ordinal VIII ↔ `ALH-VIII` e CH 60 = 60. As duas ALH comecam com as mesmas 14 letras (`AQUISICAO, PROCESSAMENTO E ANALISE DE DADOS DE ...`), e o casamento estrito recusou de proposito em vez de escolher uma.;
c-esp-alh.pdf;C-Esp-ALH;IX;PROCEDIMENTOS OPERACIONAIS PARA ANÁLISE DE LEVANTAMENTOS;50;1;PROCEDIMENTOS OPERACIONAIS DO CHM;50;102 - C-Esp-ALH - ALH-IX;Of no 10-16/2020;oficio;;
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;1;INTRODUÇÃO À METEOROLOGIA;2;103 - C-Esp-ME - I;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;2;ATMOSFERA TERRESTRE;3;103 - C-Esp-ME - I;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;3;RADIAÇÃO NA ATMOSFERA;4;103 - C-Esp-ME - I;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;4;PARÂMETROS METEOROLÓGICOS;4;103 - C-Esp-ME - I;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;5;NUVENS;3;103 - C-Esp-ME - I;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;6;PRECIPITAÇÃO;4;103 - C-Esp-ME - I;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;7;VISIBILIDADE;3;103 - C-Esp-ME - I;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;8;METEOROS;5;103 - C-Esp-ME - I;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;II;INSTRUMENTAÇÃO E OBSERVAÇÃO METEOROLÓGICA;70;1;NOÇÕES FUNDAMENTAIS;6;104 - C-Esp-ME - II;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;II;INSTRUMENTAÇÃO E OBSERVAÇÃO METEOROLÓGICA;70;2;INSTRUMENTAÇÃO METEOROLÓGICA;16;104 - C-Esp-ME - II;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;II;INSTRUMENTAÇÃO E OBSERVAÇÃO METEOROLÓGICA;70;3;ESTAÇÕES METEOROLÓGICAS;8;104 - C-Esp-ME - II;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;II;INSTRUMENTAÇÃO E OBSERVAÇÃO METEOROLÓGICA;70;4;OBSERVAÇÃO METEOROLÓGICA;10;104 - C-Esp-ME - II;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;II;INSTRUMENTAÇÃO E OBSERVAÇÃO METEOROLÓGICA;70;5;CÓDIGOS METEOROLÓGICOS;30;104 - C-Esp-ME - II;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;III;INFORMÁTICA APLICADA;46;1;NOÇÕES FUNDAMENTAIS;4;105 - C-Esp-ME - III;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;III;INFORMÁTICA APLICADA;46;2;SISTEMAS OPERACIONAIS;16;105 - C-Esp-ME - III;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;III;INFORMÁTICA APLICADA;46;3;REDES DE COMUNICAÇÃO DE DADOS;4;105 - C-Esp-ME - III;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;III;INFORMÁTICA APLICADA;46;4;SOFTWARE DE VISUALIZAÇÃO DE DADOS AMBIENTAIS;22;105 - C-Esp-ME - III;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;IV;METEOROLOGIA DINÂMICA;22;1;NOÇÕES FUNDAMENTAIS;2;106 - C-Esp-ME - IV;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;IV;METEOROLOGIA DINÂMICA;22;2;FORÇAS REAIS E APARENTES;6;106 - C-Esp-ME - IV;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;IV;METEOROLOGIA DINÂMICA;22;3;EQUAÇÕES DO MOVIMENTO;4;106 - C-Esp-ME - IV;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;IV;METEOROLOGIA DINÂMICA;22;4;APLICAÇÕES DAS EQUAÇÕES DO MOVIMENTO;10;106 - C-Esp-ME - IV;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;V;CLIMATOLOGIA;25;1;CLIMATOLOGIA GERAL;6;107 - C-Esp-ME - V;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;V;CLIMATOLOGIA;25;2;CLIMATOLOGIA ESTATÍSTICA;9;107 - C-Esp-ME - V;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;V;CLIMATOLOGIA;25;3;CLIMATOLOGIA APLICADA;10;107 - C-Esp-ME - V;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;1;CONCEITOS BÁSICOS;2;108 - C-Esp-ME - VI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;2;SISTEMAS DE PRESSÃO;2;108 - C-Esp-ME - VI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;3;CIRCULAÇÃO GERAL DA ATMOSFERA;6;108 - C-Esp-ME - VI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;4;MASSAS DE AR;4;108 - C-Esp-ME - VI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;5;SISTEMAS FRONTAIS;6;108 - C-Esp-ME - VI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;6;CARTAS SINÓTICAS DE SUPERFÍCIE;18;108 - C-Esp-ME - VI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;7;SISTEMAS SINÓTICOS;18;108 - C-Esp-ME - VI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;8;CICLONES TROPICAIS;6;108 - C-Esp-ME - VI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;9;SISTEMAS DE MICROESCALA E MESOESCALA;10;108 - C-Esp-ME - VI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VII;SENSORIAMENTO REMOTO;50;1;INTRODUÇÃO AO SENSORIAMENTO REMOTO;2;109 - C-Esp-ME - VII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VII;SENSORIAMENTO REMOTO;50;2;SATÉLITES AMBIENTAIS;4;109 - C-Esp-ME - VII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VII;SENSORIAMENTO REMOTO;50;3;SISTEMAS DE RECEPÇÃO DE DADOS, PRODUTOS E IMAGENS DE ALTA RESOLUÇÃO DE SATÉLITES METEOROLÓGICOS IMPLANTADOS NA MB;14;109 - C-Esp-ME - VII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VII;SENSORIAMENTO REMOTO;50;4;INTERPRETAÇÃO DE IMAGENS;18;109 - C-Esp-ME - VII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VII;SENSORIAMENTO REMOTO;50;5;RADARES METEOROLÓGICOS;12;109 - C-Esp-ME - VII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;1;CONCEITOS GERAIS;2;110 - C-Esp-ME - VIII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;2;CONHECIMENTOS BÁSICOS;3;110 - C-Esp-ME - VIII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;3;OBSERVAÇÕES METEOROLÓGICAS PARA FINS AERONÁUTICO;4;110 - C-Esp-ME - VIII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;4;FENÔMENOS METEOROLÓGICOS ADVERSOS À AVIAÇÃO;4;110 - C-Esp-ME - VIII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;5;CÓDIGOS METEOROLÓGICOS;20;110 - C-Esp-ME - VIII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;6;CARTAS METEOROLÓGICAS;6;110 - C-Esp-ME - VIII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;7;BRIEFINGS METEOROLÓGICOS;9;110 - C-Esp-ME - VIII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;IX;TERMODINÂMICA DA ATMOSFERA;38;1;CONCEITOS BÁSICOS;6;111 - C-Esp-ME - IX;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;IX;TERMODINÂMICA DA ATMOSFERA;38;2;LEIS DA TERMODINÂMICA;6;111 - C-Esp-ME - IX;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;IX;TERMODINÂMICA DA ATMOSFERA;38;3;TERMODINÂMICA DO AR ÚMIDO;6;111 - C-Esp-ME - IX;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;IX;TERMODINÂMICA DA ATMOSFERA;38;4;DIAGRAMAS TERMODINÂMICOS;10;111 - C-Esp-ME - IX;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;IX;TERMODINÂMICA DA ATMOSFERA;38;5;ESTABILIDADE DA ATMOSFERA;10;111 - C-Esp-ME - IX;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;X;OCEANOGRAFIA E METEOROLOGIA MARINHA;22;1;METEOROLOGIA MARINHA;6;112 - C-Esp-ME - X;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;X;OCEANOGRAFIA E METEOROLOGIA MARINHA;22;2;OCEANOGRAFIA;6;112 - C-Esp-ME - X;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;X;OCEANOGRAFIA E METEOROLOGIA MARINHA;22;3;GELO MARINHO E TERRESTRE;10;112 - C-Esp-ME - X;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;XI;METEOROLOGIA PRÁTICA;72;1;CONCEITOS GERAIS;4;113 - C-Esp-ME - XI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;XI;METEOROLOGIA PRÁTICA;72;2;SERVIÇO METEOROLÓGICO MARINHO;4;113 - C-Esp-ME - XI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;XI;METEOROLOGIA PRÁTICA;72;3;PREVISÃO NUMÉRICA DO TEMPO;12;113 - C-Esp-ME - XI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;XI;METEOROLOGIA PRÁTICA;72;4;BOLETINS E AVISOS DE MAU TEMPO;10;113 - C-Esp-ME - XI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;XI;METEOROLOGIA PRÁTICA;72;5;CARTAS METEOROLÓGICAS;22;113 - C-Esp-ME - XI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;XI;METEOROLOGIA PRÁTICA;72;6;BRIEFINGS METEOROLÓGICOS;20;113 - C-Esp-ME - XI;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;XII;INGLÊS TÉCNICO APLICADO À METEOROLOGIA;52;1;VOCABULÁRIO TÉCNICO;20;114 - C-Esp-ME - XII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;XII;INGLÊS TÉCNICO APLICADO À METEOROLOGIA;52;2;PUBLICAÇÕES ESTRANGEIRAS;12;114 - C-Esp-ME - XII;Of no 10-22/2025;oficio;;
c-esp-me.pdf;C-Esp-ME;XII;INGLÊS TÉCNICO APLICADO À METEOROLOGIA;52;3;DISSEMINAÇÃO DE INFORMAÇÕES;20;114 - C-Esp-ME - XII;Of no 10-22/2025;oficio;;
c-esp-opap.pdf;C-Esp-OpAP;OPAP I;CONCEITOS BÁSICOS SOBRE OPERAÇÕES POLARES;15;1;ASPECTOS GERAIS SOBRE O CONTINENTE ANTÁRTICO E OPERAÇÕES;10;115 - C-Esp-OpAP - OPAP I;Of no 10-20/2025;oficio;;
c-esp-opap.pdf;C-Esp-OpAP;OPAP I;CONCEITOS BÁSICOS SOBRE OPERAÇÕES POLARES;15;2;LEGISLAÇÃO ANTÁRTICA;5;115 - C-Esp-OpAP - OPAP I;Of no 10-20/2025;oficio;;
c-esp-opap.pdf;C-Esp-OpAP;OPAP II;METEOROLOGIA ANTÁRTICA;13;1;METEOROLOGIA;7;116 - C-Esp-OpAP - OPAP II;Of no 10-20/2025;oficio;;
c-esp-opap.pdf;C-Esp-OpAP;OPAP II;METEOROLOGIA ANTÁRTICA;13;2;GLACIOLOGIA ANTÁRTICA;3;116 - C-Esp-OpAP - OPAP II;Of no 10-20/2025;oficio;;
c-esp-opap.pdf;C-Esp-OpAP;OPAP II;METEOROLOGIA ANTÁRTICA;13;3;PRÁTICA DE METEOROLOGIA ANTÁRTICA;3;116 - C-Esp-OpAP - OPAP II;Of no 10-20/2025;oficio;;
c-esp-opap.pdf;C-Esp-OpAP;OPAP III;OPERAÇÕES E NAVEGAÇÃO EM ÁGUAS POLARES;34;1;OPERAÇÕES E NAVEGAÇÃO NA REGIÃO ANTÁRTICA;11;117 - C-Esp-OpAP - OPAP III;Of no 10-20/2025;oficio;;
c-esp-opap.pdf;C-Esp-OpAP;OPAP III;OPERAÇÕES E NAVEGAÇÃO EM ÁGUAS POLARES;34;2;PROCEDIMENTOS OPERATIVOS PARA AS REGIÕES POLARES;5;117 - C-Esp-OpAP - OPAP III;Of no 10-20/2025;oficio;;
c-esp-opap.pdf;C-Esp-OpAP;OPAP III;OPERAÇÕES E NAVEGAÇÃO EM ÁGUAS POLARES;34;3;PLANEJAMENTO DE OPERAÇÕES;18;117 - C-Esp-OpAP - OPAP III;Of no 10-20/2025;oficio;;
c-esp-opap.pdf;C-Esp-OpAP;OPAP IV;PRÁTICA EM SIMULADOR;15;1;PRÁTICA EM SIMULADORES;15;118 - C-Esp-OpAP - OPAP IV;Of no 10-20/2025;oficio;;
c-exp-agmag.pdf;C-Exp-Ag-Mag;AGU-MAG-1;MÉTODOS DE COMPENSAÇÃO DE AGULHA MAGNÉTICA;60;1;MAGNETISMO;12;83 - C-Exp-Ag-Mag - I;Of no 10-24/2025;oficio;pareado por grafia: o banco poe o ORDINAL DENTRO do nome: `METODOS DE COMP. AGU-MAG-1.`. CH 60 = 60.;
c-exp-agmag.pdf;C-Exp-Ag-Mag;AGU-MAG-1;MÉTODOS DE COMPENSAÇÃO DE AGULHA MAGNÉTICA;60;2;AGULHAS NÁUTICAS;9;83 - C-Exp-Ag-Mag - I;Of no 10-24/2025;oficio;pareado por grafia: o banco poe o ORDINAL DENTRO do nome: `METODOS DE COMP. AGU-MAG-1.`. CH 60 = 60.;
c-exp-agmag.pdf;C-Exp-Ag-Mag;AGU-MAG-1;MÉTODOS DE COMPENSAÇÃO DE AGULHA MAGNÉTICA;60;3;TEORIA DOS DESVIOS;18;83 - C-Exp-Ag-Mag - I;Of no 10-24/2025;oficio;pareado por grafia: o banco poe o ORDINAL DENTRO do nome: `METODOS DE COMP. AGU-MAG-1.`. CH 60 = 60.;
c-exp-agmag.pdf;C-Exp-Ag-Mag;AGU-MAG-1;MÉTODOS DE COMPENSAÇÃO DE AGULHA MAGNÉTICA;60;4;COMPENSAÇÃO DE AGULHA MAGNÉTICA;21;83 - C-Exp-Ag-Mag - I;Of no 10-24/2025;oficio;pareado por grafia: o banco poe o ORDINAL DENTRO do nome: `METODOS DE COMP. AGU-MAG-1.`. CH 60 = 60.;
c-exp-agmag.pdf;C-Exp-Ag-Mag;AGU-MAG-2;PRÁTICA DE COMPENSAÇÃO DE AGULHA MAGNÉTICA;80;1;PRÁTICA DE COMPENSAÇÃO DE AGULHA MAGNÉTICA EM SIMULADOR;48;84 - C-Exp-Ag-Mag - II;Of no 10-24/2025;oficio;pareado por grafia: idem: `METODOS DE COMP. AGU-MAG-2.` — e o curriculo chama de `PRATICA DE COMPENSACAO`, nome diferente. CH 80 = 80, e o sufixo do ordinal e o discriminador.;
c-exp-agmag.pdf;C-Exp-Ag-Mag;AGU-MAG-2;PRÁTICA DE COMPENSAÇÃO DE AGULHA MAGNÉTICA;80;2;PRÁTICA DE COMPENSAÇÃO DE AGULHA MAGNÉTICA A BORDO DE NAVIO;32;84 - C-Exp-Ag-Mag - II;Of no 10-24/2025;oficio;pareado por grafia: idem: `METODOS DE COMP. AGU-MAG-2.` — e o curriculo chama de `PRATICA DE COMPENSACAO`, nome diferente. CH 80 = 80, e o sufixo do ordinal e o discriminador.;
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;1;SISTEMA DE BATITERMOGRAFIA;1;85 - C-Exp-BATI - I;Of no 10-17/2025;oficio;;
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;2;BATITERMÓGRAFO DESCARTÁVEL (X-BT);3;85 - C-Exp-BATI - I;Of no 10-17/2025;oficio;;
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;3;SISTEMAS DE LANÇAMENTO DO X-BT;6;85 - C-Exp-BATI - I;Of no 10-17/2025;oficio;;
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;4;ESTRUTURA TÉRMICA VERTICAL TÍPICA DO OCEANO;6;85 - C-Exp-BATI - I;Of no 10-17/2025;oficio;;
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;5;BATITERMOGRAMAS;4;85 - C-Exp-BATI - I;Of no 10-17/2025;oficio;;
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;6;PARÂMETROS METEOROLÓGICOS;4;85 - C-Exp-BATI - I;Of no 10-17/2025;oficio;;
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;7;MODELOS: REGISTRO DE DADOS BATITERMOGRÁFICOS;3;85 - C-Exp-BATI - I;Of no 10-17/2025;oficio;;
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;8;MENSAGENS BATHY;8;85 - C-Exp-BATI - I;Of no 10-17/2025;oficio;;
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;9;OPERAÇÃO COM O SISTEMA BATITERMOGRÁFICO;7;85 - C-Exp-BATI - I;Of no 10-17/2025;oficio;;
c-exp-metocof_0.pdf;C-Exp-MetocOf;?;METEOROLOGIA;30;1;INTRODUÇÃO A METEOROLOGIA;2;86 - C-Exp-MetocOf - I;Curriculo C-EXP-METOC-OF — MARINHA DO BRASIL, 2011;capa;;
