arquivo;curso_sigla;disciplina_ordinal;disciplina_nome;disciplina_ch_horas;numero_ue;topico;ue_ch_horas;qtd_subunidades;subunidades
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-III-EAD;CARTOGRAFIA NÁUTICA BRASILEIRA;40;2;PLANO CARTOGRÁFICO NÁUTICO BRASILEIRO (PCNB);10;2;1º e 2º Planos Cartográficos Náuticos e o Plano Cartográfico Internacional de Cartas | III PCNB
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-III-EAD;CARTOGRAFIA NÁUTICA BRASILEIRA;40;3;ESTRUTURA DO CHM;10;3;"Atividades da Divisão de Cartografia | Fluxo da Produção Cartográfica; e | Fluxo da Atualização Cartográfica"
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-III-EAD;CARTOGRAFIA NÁUTICA BRASILEIRA;40;4;PLANOS DE TRABALHO DA DHN;10;3;"Regulamento do Conselho Técnico da DHN | Plano de Trabalho de Hidrografia (PTHIDRO); e | Plano de Trabalho de Cartografia (PTCART)"
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-IV-EAD;PRODUÇÃO CARTOGRÁFICA;50;1;TIPOS DE PRODUTOS CARTOGRÁFICOS;10;3;"Carta Náutica em Papel e norma S-4 | Carta Raster e norma e norma S-61; e | Carta Eletrônica e normas S-57, S-52, S-63 e Inland ENC Encoding Guide"
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-IV-EAD;PRODUÇÃO CARTOGRÁFICA;50;2;PRODUÇÃO DE NOVAS EDIÇÕES;40;4;"Softwares utilizados na produção cartográfica | Procedimentos para elaboração de novas edições de cartas náuticas | Novas edições de cartas em papel; e | Novas edições de cartas eletrônicas"
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-V-EAD;ATUALIZAÇÃO CARTOGRÁFICA;40;1;PUBLICAÇÕES DE AUXÍLIOS À NAVEGAÇÃO;10;5;"Carta 12000 (INT 1) | Roteiros | Lista de Sinais Cegos | Lista de Auxílios-Rádio; e | Outras publicações"
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-V-EAD;ATUALIZAÇÃO CARTOGRÁFICA;40;2;AVISOS;20;3;"NORMAM-17 (Normas da Autoridade Marítima para Auxílios à Navegação) | Avisos aos Navegantes; e | Avisos-Rádio e Busca e Salvamento (SAR)"
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-V-EAD;ATUALIZAÇÃO CARTOGRÁFICA;40;3;ATUALIZAÇÃO CARTOGRÁFICA;10;2;"Atualização de Cartas em Papel; e | Atualização de Cartas Eletrônicas (ENC e InlanENC)"
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-VI-EAD;DESENVOLVIMENTO PARA O FUTURO;40;1;O MODELO DE DADOS UNIVERSAL (S-100);20;3;"Produtos da família S-100 | Noções de e-navigation; e | O conceito de Infraestrutura de Dados Especiais Marinhos (MSDI)"
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-VI-EAD;DESENVOLVIMENTO PARA O FUTURO;40;2;S-101 e S-401: AS ENC E InlanENC DO FUTURO;20;3;"S-57 e S-101 | InlandENC e S-401; e | Futuro do Eletronic Chart Display and Information System (ECDIS)"
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-VII-EAD;TRABALHO DE FIM DE CURSO;80;1;APRESENTAÇÃO DOS TEMAS;10;3;"Considerações básicas | Etapas do trabalho de final de curso; e | Elaboração do trabalho de final de curso"
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-VII-EAD;TRABALHO DE FIM DE CURSO;80;2;ORIENTAÇÃO DE FORMATAÇÃO, ESTRUTURAÇÃO E COMPOSIÇÃO DO TRABALHO DE FINAL DE CURSO;70;2;"Orientações para elaboração do trabalho; e | Pesquisa e desenvolvimento do Trabalho"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2201-1012;INSTALAÇÕES ELÉTRICAS;120;1;INSTALAÇÕES ELÉTRICAS;48;12;"Geração, transmissão e distribuição de energia elétrica | Conceitos básicos de tensão, corrente, resistência e potência elétrica | Fator de potência | Simbologia gráfica | Levantamento de cargas elétricas | Tipos de fornecimento de tensão | Padrão de entrada | Circuito elétrico | Quadro de distribuição | Condutores elétricos | Ferramentas elétricas; e | Critérios estabelecidos pela Norma Brasileira NBR-5410"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2201-1012;INSTALAÇÕES ELÉTRICAS;120;2;DISPOSITIVOS DE PROTEÇÃO;17;4;"Disjuntor Diferencial Residual (DR) | Interruptor Diferencial Residual (IDR) | Disjuntor Termomagnético (DTM); e | Dispositivo de Proteção contra Surto (DPS)"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2201-1012;INSTALAÇÕES ELÉTRICAS;120;3;ELETRODUTOS, CÁLCULOS E DIMENSIONAMENTOS;37;11;"Rede de eletrodutos | Representação de eletrodutos | Dimensionamento dos eletrodutos com ajuda da tabela | Dimensionamento de eletroduto calculando-se a seção dos condutores | Esquemas de ligação | Cálculo da corrente elétrica dos circuitos | Cálculo de potência do circuito de distribuição | Dimensionamento do disjuntor no quadro do medidor | Seção do condutor de proteção | Levantamento do material; e | Instituto Nacional de Metrologia (INMETRO)"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2201-1012;INSTALAÇÕES ELÉTRICAS;120;4;PRECAUÇÕES DE SEGURANÇA;18;3;"Segurança para trabalho em instalações elétricas | Choque elétrico; e | Precauções contra incêndios elétricos e carga de baterias"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2202-0511;AUXÍLIOS À NAVEGAÇÃO;65;1;AUXÍLIOS À NAVEGAÇÃO;30;5;"Atribuições dos órgãos nacionais e internacionais envolvidos com os auxílios à | Importância para a navegação | Fiscalização dos auxílios à navegação | Aspectos legais; e | International Association of Marine Aids to Navigation and Lighthouse Authorities"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2202-0511;AUXÍLIOS À NAVEGAÇÃO;65;2;BALIZAMENTO;10;5;"Sistemas de balizamento adotados no Brasil | Responsabilidades das entidades extra-MB | Índice de eficácia | Recomendações para os casos de degradação; e | Manutenção e controle do balizamento"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2202-0511;AUXÍLIOS À NAVEGAÇÃO;65;3;ESTABELECIMENTO, CANCELAMENTO E ALTERAÇÃO DE SINAIS NÁUTICOS DE AUXÍLIOS À NAVEGAÇÃO;15;7;Autorização para o estabelecimento, cancelamento ou alteração | Procedimentos para o estabelecimento | Procedimentos para o cancelamento | Procedimentos para o encaminhamento e tramitação de requerimento, solicitan | Aprovação do projeto para implantação | Procedimentos para alteração temporária em auxílios à navegação ou balizamen | Requisitos para operação e manutenção de balizamento sob a responsabilidade
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2202-0511;AUXÍLIOS À NAVEGAÇÃO;65;4;COMUNICAÇÃO DE ALTERAÇÃO EM AUXÍLIOS À NAVEGAÇÃO;10;2;"Procedimentos; e | Normas de redação"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2203-0325;EQUIPAMENTOS DE AUXÍLIOS À NAVEGAÇÃO;75;1;LANTERNAS ELÉTRICAS PORTÁTEIS;20;3;"Origem | Classificação; e | Instalação"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2203-0325;EQUIPAMENTOS DE AUXÍLIOS À NAVEGAÇÃO;75;2;LANTERNAS DE DIODO EMISSOR DE LUZ (LED);22;5;"Histórico | Princípio de funcionamento | Modelos | Instalação; e | Manutenção"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2203-0325;EQUIPAMENTOS DE AUXÍLIOS À NAVEGAÇÃO;75;3;EQUIPAMENTOS AUTOMÁTICOS DE ALTA INTENSIDADE;33;3;"Funcionamento das lanternas rotativas automáticas | Instalação; e | Manutenção"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2204-0520;PROJETOS DE AUXÍLIOS À NAVEGAÇÃO;104;1;PESQUISA DE DELINEAMENTO;64;4;"Coleta de dados para projeto de auxílios à navegação | Pesquisa para implantação de estruturas e equipamentos | Cálculos pertinentes ao dimensionamento de equipamentos; e | Requisitos para a elaboração de projetos"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2204-0520;PROJETOS DE AUXÍLIOS À NAVEGAÇÃO;104;2;LINHA DE FUNDEIO;40;1;Dimensionamento de linha de fundeio, acessórios e poita
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2205-1014;OPERAÇÕES E ADMINISTRAÇÃO DE AUXÍLIOS À NAVEGAÇÃO;140;1;DADOS OPERACIONAIS SOBRE MEIOS FLUTUANTES;10;3;"Navios faroleiros | Navios balizadores; e | Lanchas balizadoras"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2205-1014;OPERAÇÕES E ADMINISTRAÇÃO DE AUXÍLIOS À NAVEGAÇÃO;140;2;ELABORAÇÃO DE INSTRUÇÕES ESPECIAIS;10;3;"Planejamento operativo | Definição do meio; e | Elaboração de instruções especiais"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2205-1014;OPERAÇÕES E ADMINISTRAÇÃO DE AUXÍLIOS À NAVEGAÇÃO;140;3;SISTEMA DE MANUTENÇÃO PLANEJADA DAS OPERAÇÕES DE AUXÍLIOS À NAVEGAÇÃO;35;3;"Considerações gerais sobre manutenção | Sistema de manutenção planejada; e | Elaboração dos documentos"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2205-1014;OPERAÇÕES E ADMINISTRAÇÃO DE AUXÍLIOS À NAVEGAÇÃO;140;4;ABASTECIMENTO;38;4;"Meios de prover o abastecimento de sobressalentes | Planejamento do suprimento de sobressalentes | Controle de material sobressalente; e | Apoio Logístico Integrado (ALI)"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2205-1014;OPERAÇÕES E ADMINISTRAÇÃO DE AUXÍLIOS À NAVEGAÇÃO;140;5;CONTROLE DE SISTEMAS DE AUXÍLIOS À NAVEGAÇÃO;47;2;"Tipos de controle de sistemas; e | Controle dos sistemas"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;1;PUBLICAÇÕES;25;11;"Cartas náuticas | Tábuas de marés e cartas de correntes de maré | Lista de faróis | Lista de auxílios rádios | Roteiro | Catálogo de cartas náuticas e publicações | Carta 12000 (símbolos e abreviaturas) | Regulamento Internacional para Evitar Abalroamento no Mar (RIPEAM) | Avisos aos navegantes | Lista de sinais cegos; e | Outras publicações de auxílio à navegação"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;2;NAVEGAÇÃO COSTEIRA;45;4;"Linha de posição | Navegação estimada | Definições, rumo e velocidade; e | Problemas de navegação"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;3;ALINHAMENTO;10;2;"Identificação; e | Regras gerais de navegação em alinhamento"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;4;SEGMENTOS CAPAZES;10;2;"Segmentos capazes; e | Posicionamento por Segmentos Capazes"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;5;CARTA ELETRÔNICA;8;4;"A Carta Eletrônica | Tipos de cartas eletrônicas (RASTER e Vetorial) | Padrões OHI; e | Aquisição e atualização de Cartas Eletrônicas"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;6;ELECTRONIC CHART DISPLAY AND INFORMATION SYSTEM (ECDIS);8;6;"Propósito do ECDIS | Previsão legal do uso do ECDIS: International Conventios for the Safety At of Life at | Padrões e funções do ECDIS (IMO-MSC-232) | Uso do ECDIS como Raster Chart Display System (RCDS) | Diferença ECDIS / ECS; e | CISNE: propósito e funções"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;7;E-NAVIGATION;6;2;"Conceitos e características; e | Principais ferramentas integradas"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;8;NORMAS PARA NAVEGAÇÃO NOS NAVIOS DA MB;8;1;Conceitos e características
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2207-0510;INGLÊS TÉCNICO;50;1;ESTRUTURA GRAMATICAL I;25;2;"Verbos modais: can, could, may, might, must and should; e | Presente perfeito: since, for, yet, already and just"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2207-0510;INGLÊS TÉCNICO;50;2;ESTRUTURA GRAMATICAL II;25;5;"Processo de formação de palavras : prefixação e sufixação | Pronomes e advérbios interrogativos: what, which, who, whose, where, when, | Pronomes relativos: who, which, that and whose | Conjunções coordenativas e subordinativas; e | Formas nominais: gerúndio, particípio e infinitivo"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2209-1011;MANUTENÇÃO EM AUXÍLIOS À NAVEGAÇÃO FEITOS DE ALVENARIA;110;1;FERRAMENTAS;4;3;"Tipos | Utilização; e | Equipamentos de Proteção Individual (EPI)"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2209-1011;MANUTENÇÃO EM AUXÍLIOS À NAVEGAÇÃO FEITOS DE ALVENARIA;110;2;ALVENARIA;32;7;"Elementos de alvenaria | Elevação de paredes | Paredes com tijolos furados | Paredes com blocos de concreto | Vãos em paredes de alvenaria | Muros; e | Argamassa: preparo e aplicação"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2209-1011;MANUTENÇÃO EM AUXÍLIOS À NAVEGAÇÃO FEITOS DE ALVENARIA;110;3;CONCRETO ARMADO;32;4;"Materiais empregados em concreto armado | Sistemas de formas e escoramentos convencionais | Tipos de concreto; e | Tipos de armaduras"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2209-1011;MANUTENÇÃO EM AUXÍLIOS À NAVEGAÇÃO FEITOS DE ALVENARIA;110;4;REPAROS EM CONCRETO ARMADO;15;5;"Causas da deterioração | Preparação da área a ser reparada | Recuperação da armadura | Concretagem; e | Proteção"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2209-1011;MANUTENÇÃO EM AUXÍLIOS À NAVEGAÇÃO FEITOS DE ALVENARIA;110;5;PINTURA;27;6;"Preparação da superfície | Aplicação de impermeabilizantes | Esquema de pintura | Cuidados na aplicação das tintas | Material de trabalho; e | Rendimento"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2210-0510;TREINAMENTO FÍSICO MILITAR;40;1;CORRIDA;15;5;"Método contínuo | Método intervalado | Métodos fracionados | Métodos em circuito; e | Métodos adaptativos"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2210-0510;TREINAMENTO FÍSICO MILITAR;40;2;NATAÇÃO E PERMANÊNCIA DENTRO D`ÁGUA;25;3;"Adaptação ao meio líquido | Flutuabilidade; e | Resistência"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;1;SEGURANÇA DO TRABALHO;6;5;"Objetivo da prevenção de acidentes | Evolução histórica da segurança, higiene e medicina do trabalho | Acidente de trabalho | Tipos de acidente; e | Motivos de ocorrência de acidentes"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;2;RISCOS AMBIENTAIS;6;3;"Conceito | Classificação dos riscos ambientais; e | Prevenção"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;3;MAPA DE RISCOS AMBIENTAIS;6;3;"Conceito | Graduação dos riscos; e | Etapas do mapa de risco ambiental"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;4;EQUIPAMENTOS DE PROTEÇÃO;10;3;"Conceito | Equipamentos de proteção individual; e | Equipamentos de proteção coletiva"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;5;INSPEÇÃO DE SEGURANÇA;4;2;"Conceito; e | Etapas da inspeção"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;6;ANÁLISE E INVESTIGAÇÃO;6;2;"Conceito; e | Etapas de uma investigação do acidente ou incidente"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;7;LEGISLAÇÃO;5;2;"Normas Reguladoras (NR) de 1 a 37 ; e | NR-5: Comissão Interna de Prevenção de Acidentes (CIPA)"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;8;SEMANA INTERNA DE PREVENÇÃO DE ACIDENTES (SIPAT);7;2;"Objetivo da SIPAT; e | Conceito"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2212-0215;EQUIPAMENTOS E SISTEMAS ELETRÔNICOS DE AUXÍLIO À NAVEGAÇÃO;30;1;NAVEGAÇÃO ELETRÔNICA;14;4;Global Positioning System (GPS): aplicações, limitações e princípio de funciona | Differential Global Positioning System (DGPS): correção da posição satélite | Serviço de Identificação Automático (AIS): aplicação e princípio de funcionamen | RADAR: funcionamento e utilização do RADAR no posicionamento de Sinais
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2212-0215;EQUIPAMENTOS E SISTEMAS ELETRÔNICOS DE AUXÍLIO À NAVEGAÇÃO;30;2;EQUIPAMENTOS E SISTEMAS ELETRÔNICOS DE AUXÍLIO À NAVEGAÇÃO;16;5;"Differential Global Navigation Satellite System (DGNSS): princípio de funciona | AIS AtoN: aplicação do AIS no posicionamento dos Auxílios à Navegação | Serviço de Controle de Tráfego de Navios (VTS): normas e aplicação | Respondedor RADAR (RACON BEACON): aplicação nos Auxílios à Navegação; e | Radiobaliza de Sinalização de Emergência (Emergency Position-Indicating Radio"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2213-0820;PRÁTICA DE FIM DE CURSO EM MANUTENÇÃO DE AUXÍLIOS À NAVEGAÇÃO;160;1;NAVEGAÇÃO;35;3;"Planejamento | Preparação; e | Execução"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2213-0820;PRÁTICA DE FIM DE CURSO EM MANUTENÇÃO DE AUXÍLIOS À NAVEGAÇÃO;160;2;MANUTENÇÃO EM SINAIS NÁUTICOS DE ALVENARIA;35;3;"Planejamento | Precauções de segurança; e | Execução"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2213-0820;PRÁTICA DE FIM DE CURSO EM MANUTENÇÃO DE AUXÍLIOS À NAVEGAÇÃO;160;3;EQUIPAMENTOS DE SINALIZAÇÃO NÁUTICA;35;4;"Planejamento | Precauções de segurança | Execução; e | Lançamento da faina em fichas de sinais"
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2213-0820;PRÁTICA DE FIM DE CURSO EM MANUTENÇÃO DE AUXÍLIOS À NAVEGAÇÃO;160;4;PROJETOS DE AUXÍLIOS À NAVEGAÇÃO;35;1;Dimensionamento de equipamentos de Auxílios à Navegação
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2213-0820;PRÁTICA DE FIM DE CURSO EM MANUTENÇÃO DE AUXÍLIOS À NAVEGAÇÃO;160;5;ADMINISTRAÇÃO DE AUXÍLIOS À NAVEGAÇÃO;20;6;"Elaboração de planilhas do Depósito Regional de Sinalização Náutica (DEPREG/ | Levantamento dos subsídios para o Plano de Trabalho de Auxílios à Navegação | Preenchimento das fichas de sinais | Controle dos acordos administrativos em vigor | Verificação dos tombos; e | Elaboração de relatório de inspeção"
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;1;MATEMÁTICA APLICADA NA RESOLUÇÃO DE PROBLEMAS HIDROGRÁFICOS;48;7;"Conceitos de aritmética | Conceitos matemáticos na representação da Terra e da carta náutica | Gradiente | Trigonometria | Geometria de posição espacial | Álgebra Linear; e | Cálculo Diferencial e Integral"
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;2;ESTATÍSTICA;21;5;"Conceitos introdutórios | Variáveis aleatórias | Medidas descritivas e correlação | Estimação de parâmetros; e | Distribuições contínuas de probabilidades"
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;3;FUNDAMENTOS DA TEORIA DOS ERROS;11;4;"Erros em medições | Revisão de conceitos de estatística empregados como ferramentas em levanta | Precisão de exatidão; e | Critérios para avaliação de dados anormais (outliers)"
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;4;PROPAGAÇÃO DE ERROS;7;2;"Propagação de erros; e | Precisão das sondagens batimétricas"
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;5;QUANTIFICAÇÃO DA INCERTEZA POSICIONAL;3;1;Interpretar a Elipse dos Erros
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;6;AJUSTAMENTO TOPO-GEODÉSICO;15;2;"Introdução ao Método dos Mínimos Quadrados; e | Interpolação Polinomial"
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;7;FÍSICA;21;5;"Cinemática | Gravidade | Tipos de ondas | Geração e propagação de ondas; e | Mecânica"
c-ap-hn.pdf;C-Ap-HN;HN-2102- 0150;INFORMÁTICA APLICADA À HIDROGRAFIA;51;1;SISTEMAS COMPUTACIONAIS;11;3;"Arquitetura e Sistema Operacional | Comunicação e sincronia; e | Redes de computadores e internet"
c-ap-hn.pdf;C-Ap-HN;HN-2102- 0150;INFORMÁTICA APLICADA À HIDROGRAFIA;51;2;EDITOR DE TEXTO, PLANILHA E APLICATIVO GRÁFICO;4;1;Editor de texto e planilha eletrônica
c-ap-hn.pdf;C-Ap-HN;HN-2102- 0150;INFORMÁTICA APLICADA À HIDROGRAFIA;51;3;SISTEMAS DE BANCO DE DADOS;10;2;"Tipos de arquivos; e | Bancos de dados relacionais e geoespaciais"
c-ap-hn.pdf;C-Ap-HN;HN-2102- 0150;INFORMÁTICA APLICADA À HIDROGRAFIA;51;4;PROGRAMAÇÃO;26;2;"Noções de programação; e | Implementação de programas"
c-ap-hn.pdf;C-Ap-HN;HN-2103-0508;INGLÊS TÉCNICO;40;1;ESTRUTURA GRAMATICAL I;20;2;"Verbos modais: can, could, may, might, must and should; e | Presente perfeito: since, for, yet, already and just"
c-ap-hn.pdf;C-Ap-HN;HN-2103-0508;INGLÊS TÉCNICO;40;2;ESTRUTURA GRAMATICAL II;20;5;"Processo de formação de palavras (prefixação e sufixação) | Pronomes e advérbios interrogativos: what, which, who, whose, where, when, | Pronomes relativos: who, which, that and whose | Conjunções coordenativas e subordinativas; e | Formas nominais: gerúndio, particípio e infinitivo"
c-ap-hn.pdf;C-Ap-HN;HN-2104-0610;METEOROLOGIA;60;1;METEOROLOGIA BÁSICA;26;9;"Ar atmosférico | Temperatura | Pressão atmosférica e ventos | Umidade, nuvens e precipitação | Meteoros | Chuva e Neve | Radiação, convecção e advecção | Sistemas de pressão; e | Instrumentos meteorológicos"
c-ap-hn.pdf;C-Ap-HN;HN-2104-0610;METEOROLOGIA;60;2;METEOROLOGIA SINÓTICA;34;9;"Vento de superfície e vento geostrófico | Ventos anabáticos e catabáticos | Carta sinótica | Previsão meteorológica | Boletins meteorológicos | Códigos meteorológicos | Previsão das condições do tempo | Tempestades isoladas e trovoadas; e | Monitoramento e previsão de nevoeiros"
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;1;PROBLEMA GERAL DA NAVEGAÇÃO;4;3;"Conceito de Navegação (contraste com Tráfego) e Manobra | O ciclo OODA (Observação, Orientação, Decisão e Ação); e | E-Navigation"
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;2;DISTÂNCIAS, RUMOS E MARCAÇÕES;4;3;"Unidades de distância usadas na Navegação | Orientações de direções relativas ao Navio; e | Referências de Rumos e Marcações"
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;3;POSICIONAMENTO;15;5;"Posição observada (Fix) | Linhas de Posição de Segurança e Série de “Traub” | Posição Estimada (Dead Reckoning) | Efeito de corrente; e | Problemas de corrente"
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;4;CARACTERÍSTICAS DO NAVIO PARA MANOBRA;7;3;"Graus de liberdade e folga abaixo da quilha | Características do navio; e | Corrida da milha"
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;5;REGRAS DE GOVERNO E BALIZAMENTO;5;2;Regulamento Internacional para Evitar Abalroamentos no Mar (RIPEAM) e regras | Balizamento lateral, cardinal e especial (Região B)
